ANCHORNAME,ADDRESS,CITY,STATECODE,ZIP5,ZIP4,LATITUDE,LONGITUDE,CAICAT,BBSERVICE,PublicWifi,URL,FULLFIPSID,CAIID,CAIType,ConProvide,ConType,ConMedium,ConSpeed,geometry,index_right,BlockCode,DBA,FRN,TechCode,Consumer,MaxAdDn,MaxAdUp,MaxDnTier,MaxUpTier,Shape_Leng,Shape_Area,has_coverage
Pioneer Fire Protection District Station 37 Omo Ranch,6021 Omo Ranch Road,Somerset,CA,95684,9209,38.5818957491,-120.578218528,4,U,U,U,060170314082028,CAFS_11422,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.57821852799998 38.58189574900007 0),,,,,,,,,,,,,False
Platina - Wildwood Volunteer Fire Company Station 66,3942 School House Road,Platina,CA,96076,,40.3624338229,-122.913893528,4,U,U,U,060890124002091,CAFS_11449,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.91389352799996 40.36243382300006 0),,,,,,,,,,,,,False
Point Mugu Fire Station,613 Laguna Road,Naval Air Station Point Mugu,CA,93042,,34.1113052365,-119.099090576,4,U,U,U,061110046001053,CAFS_11454,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.09909057599998 34.11130523700007 0),,,,,,,,,,,,,False
Prosper Ridge Volunteer Fire Department,Prosper Ridge Road,Petrolia,CA,95558,,40.2686175992,-124.3213854,4,U,U,U,060230112003017,CAFS_11467,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-124.32138539999994 40.26861759900004 0),,,,,,,,,,,,,False
Rancho Adobe Fire Protection District Station 2 Headquarters,11000 Main Street,Penngrove,CA,94951,,38.2950842553,-122.666690354,4,U,U,U,060971512051019,CAFS_11472,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.66669035399997 38.29508425500006 0),,,,,,,,,,,,,False
Rancho Cucamonga Fire Station 174,11297 Jersey Boulevard,Rancho Cucamonga,CA,91730,,34.0941978362,-117.556955893,4,U,U,U,060710021122015,CAFS_11479,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.55695589299995 34.094197836000035 0),,,,,,,,,,,,,False
Redding Fire Department Station 4,2605 South Bonnyview Avenue,Redding,CA,96001,,40.5304446027,-122.376950915,4,U,U,U,060890111002006,CAFS_11489,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.37695091499995 40.530444603000035 0),,,,,,,,,,,,,False
Redlands Fire Department Station 261,525 East Citrus Avenue,Redlands,CA,92373,,34.0557571984,-117.176412719,4,U,U,U,060710081001018,CAFS_11494,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.17641271899998 34.05575719800004 0),,,,,,,,,,,,,False
Redlands Fire Department Station 264,1270 West Park Ave,Redlands,CA,92373,,34.0594978341,-117.201881408,4,U,U,U,060710078003003,CAFS_11497,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.20188140799996 34.05949783400007 0),,,,,,,,,,,,,False
Rialto Fire Department Station 201,131 South Willow Avenue,Rialto,CA,92376,,34.0996350006,-117.374281999,4,U,U,U,060710037002006,CAFS_11513,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.37428199899995 34.099635001000024 0),,,,,,,,,,,,,False
Richmond Fire Department Station 66,4100 Clinton Avenue,Richmond,CA,94805,1840,37.9403898651,-122.32890482,4,U,U,U,060133710003009,CAFS_11521,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.32890481999999 37.94038986500004 0),,,,,,,,,,,,,False
Rincon Fire Department,33485 Valley Center Road,Valley Cente,CA,92082,,33.2574606779,-116.956950682,4,U,U,U,060730191103024,CAFS_11524,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.95695068199996 33.25746067800003 0),,,,,,,,,,,,,False
Riverside County Fire Department Station 39 Thermal,86911 58th Avenue,Thermal,CA,92274,,33.6270271999,-116.147162801,4,U,U,U,060650456152030,CAFS_11535,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.14716280099998 33.62702720000004 0),,,,,,,,,,,,,False
Riverside County Fire Department Station 47 - Lost Lake,US Highway 95,Blythe,CA,92225,,34.0125168628,-114.47602872,4,U,U,U,060659401001005,CAFS_11536,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-114.47602871999999 34.01251686300003 0),,,,,,,,,,,,,False
Riverside Fire Department Station 1 Downtown,3401 University Avenue,Riverside,CA,92501,,33.9807051009,-117.3710901,4,U,U,U,060650303001021,CAFS_11537,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.37109009999995 33.98070510100007 0),,,,,,,,,,,,,False
Riverside Fire Department Station 13 Sycamore Canyon,6490 Sycamore Canyon Boulevard,Riverside,CA,92507,,33.9333017989,-117.296715199,4,U,U,U,060650509012010,CAFS_11541,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.29671519899995 33.93330179900005 0),,,,,,,,,,,,,False
Roseville Fire Station 5,1565 Pleasant Grove Boulevard,Roseville,CA,95747,,38.7667694091,-121.334960937,4,U,U,U,060610210472000,CAFS_11560,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.33496093699995 38.76676940900006 0),,,,,,,,,,,,,False
Sacramento City Fire Department Station 3,7208 West Elkhorn Boulevard,Sacramento,CA,95837,,38.6850517478,-121.625320134,4,U,U,U,060670071011034,CAFS_11582,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.62532013399999 38.685051748000035 0),,,,,,,,,,,,,False
Sacramento Metropolitan Fire District Station 115,4727 Kilzer Avenue,Mcclellan Air Force Base,CA,95652,,38.6537081406,-121.411300946,4,U,U,U,060670073013062,CAFS_11605,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.41130094599998 38.65370814100004 0),,,,,,,,,,,,,False
Salton Sea Beach Volunteer Fire Department,218 Brawley Avenue,Thermal,CA,92274,,33.374084473,-116.01373291,4,U,U,U,060250123022040,CAFS_11650,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.01373290999999 33.37408447300004 0),,,,,,,,,,,,,False
San Antonio Volunteer Fire Department Station 2,5112 D Street Extension,Petaluma,CA,94952,,38.1867409994,-122.662855,4,U,U,U,060971507023008,CAFS_11656,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.66285499999998 38.18674099900005 0),,,,,,,,,,,,,False
San Bernardino City Fire Department Station 231,450 East Vanderbilt Way,San Bernardino,CA,92408,,34.0690274273,-117.275537834,4,U,U,U,060710072022029,CAFS_11666,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.27553783399998 34.06902742700004 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Fire Station 22,12398 Tamarisk Road,Victorville,CA,92395,7807,34.4759216302,-117.2734375,4,U,U,U,060710100273012,CAFS_11676,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.27343749999994 34.47592163000007 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 18 Havasu Landing,148808 Lake Boulevard,Havasu Lake,CA,92363,,34.4849166241,-114.408934445,4,U,U,U,060710251002054,CAFS_11683,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-114.40893444499994 34.48491662400005 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 19 - Homestead Valley / Landers,55481 Jesse Road,Yucca Valley,CA,92284,,34.2820300004,-116.453195,4,U,U,U,060710104352043,CAFS_11684,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.453195 34.28203000000008 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 303 Hesperia,17443 Lemon Street,Hesperia,CA,92345,,34.4418411252,-117.281501769,4,U,U,U,060710100281004,CAFS_11692,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.28150176899999 34.44184112500005 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 305 Hesperia,8331 Caliente Road,Hesperia,CA,92344,,34.4015091574,-117.403069651,4,U,U,U,060710100341067,CAFS_11694,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.40306965099995 34.40150915700008 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 322 Adelanto,10370 Rancho Road,Adelanto,CA,92301,,34.5579949715,-117.439072088,4,U,U,U,060710091333134,CAFS_11701,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.43907208799999 34.55799497100003 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 36 Joshua Tree,6715 Park Boulevard,Joshua Tree,CA,92252,,34.1308390276,-116.314889422,4,U,U,U,060710104191096,CAFS_11703,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.31488942199996 34.130839028000025 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 41 - Yucca Valley,57201 Twentynine Palms Highway,Yucca Valley,CA,92284,,34.1222267204,-116.415908012,4,U,U,U,060710104293016,CAFS_11707,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.41590801199999 34.12222672000007 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 43 Johnson,51267 Quail Bush Road,Johnson Valley,CA,92285,,34.3427278299,-116.5608226,4,U,U,U,060710104243031,CAFS_11708,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.5608226 34.34272783000006 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 45 - Wonder Valley,80526 Amboy Road,Twenty Nine Palms,CA,92277,,34.1658010004,-115.904277,4,U,U,U,060710104251024,CAFS_11709,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-115.90427699999998 34.165801000000044 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 46 Harvard,39059 Kathy Lane,Newberry Springs,CA,92365,9005,34.9611446492,-116.670237794,4,U,U,U,060710103004003,CAFS_11710,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.67023779399995 34.96114464900006 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 55 Black Meadow Landing,Black Meadows Road and Erries Way,Earp,CA,92242,,34.3495936195,-114.195766294,4,U,U,U,060710251002097,CAFS_11712,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-114.19576629399995 34.349593620000064 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 555 Oak Glen,11877 Oak Glen Road,Yucaipa,CA,92399,,34.0392246906,-116.936433726,4,U,U,U,060710087112053,CAFS_11713,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.93643372599996 34.03922469100007 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Station 79 Fontana,5075 Coyote Canyon Rd,Fontana,CA,92336,,34.1624110006,-117.466020999,4,U,U,U,060710020391002,CAFS_11721,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.46602099899997 34.162411001000066 0),,,,,,,,,,,,,False
San Bernardino County Fire Department Yucca Valley Station 42,58612 Aberdeen Drive,Yucca Valley,CA,92284,,34.1933409997,-116.384642,4,U,U,U,060710104102124,CAFS_11730,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.38464199999999 34.19334100000003 0),,,,,,,,,,,,,False
San Diego Fire - Rescue Department Station 1,1222 1st Avenue,San Diego,CA,92101,,32.7182005537,-117.164221419,4,U,U,U,060730053021008,CAFS_11743,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.16422141899994 32.71820055400008 0),,,,,,,,,,,,,False
San Diego Fire - Rescue Department Station 28,3880 Kearny Villa Road,San Diego,CA,92123,,32.8123251,-117.150744001,4,U,U,U,060730085113014,CAFS_11762,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.15074400099996 32.812325100000066 0),,,,,,,,,,,,,False
San Diego Fire - Rescue Department Station 46,14556 Lazanja Drive,San Diego,CA,92127,,32.9861611998,-117.1611456,4,U,U,U,060730170622022,CAFS_11780,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.16114559999994 32.986161200000026 0),,,,,,,,,,,,,False
San Diego Fire - Rescue Department Station 9,7870 Ardath Lane,La Jolla,CA,92037,,32.8501144928,-117.250708343,4,U,U,U,060730083132009,CAFS_11786,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.25070834299999 32.850114493000035 0),,,,,,,,,,,,,False
San Francisco Fire Department Station 13,530 Sansome Street,San Francisco,CA,94111,,37.7955398565,-122.401359558,4,U,U,U,060750611012013,CAFS_11793,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.40135955799997 37.79553985600006 0),,,,,,,,,,,,,False
San Francisco Fire Department Station 25,3305 3rd Street,San Francisco,CA,94124,,37.7466468815,-122.386886597,4,U,U,U,060759809001001,CAFS_11806,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.38688659699994 37.74664688200005 0),,,,,,,,,,,,,False
San Francisco Fire Department Station 35,Pier 22 1 / 2 399 The Embarcadero,San Francisco,CA,94105,,37.7901879991,-122.388478001,4,U,U,U,060750615071001,CAFS_11815,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.38847800099995 37.79018799900007 0),,,,,,,,,,,,,False
San Jose Fire Department Station 4,710 Leigh Avenue,San Jose,CA,95128,,37.3145972812,-121.923145152,4,U,U,U,060855021031005,CAFS_11861,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.92314515199996 37.31459728100003 0),,,,,,,,,,,,,False
San Miguel Fire District Station 21,10105 Vivera Drive,La Mesa,CA,91941,,32.769829876,-116.980091474,4,U,U,U,060730152001005,CAFS_11889,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.98009147399995 32.769829876000074 0),,,,,,,,,,,,,False
San Onofre Fire Department,5000 Pacific Coast Highway,San Clemente,CA,92674,,33.3688850399,-117.554824829,4,U,U,U,060730187001277,CAFS_11890,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.55482482899998 33.368885040000066 0),,,,,,,,,,,,,False
San Rafael Fire Department Station 2,210 3rd Street,San Rafael,CA,94901,,37.9705877909,-122.516223982,4,U,U,U,060411101003012,CAFS_11895,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.51622398199999 37.97058779100007 0),,,,,,,,,,,,,False
San Ramon Valley Fire Protection District Station 37,10207 Morgan Territory Road,Livermore,CA,94551,9440,37.8067321774,-121.789367675,4,U,U,U,060133551121025,CAFS_11905,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.789367675 37.80673217700007 0),,,,,,,,,,,,,False
Santa Barbara City Fire Department Station 2,819 Cacique Street,Santa Barbara,CA,93103,,34.4193840033,-119.67716217,4,U,U,U,060830008051014,CAFS_11913,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.67716216999997 34.41938400300006 0),,,,,,,,,,,,,False
Santa Clara Fire Department Station 10,5111 Stars and Stripes Drive,Santa Clara,CA,95054,,37.4070255839,-121.968723011,4,U,U,U,060855050102017,CAFS_11936,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.96872301099995 37.40702558400005 0),,,,,,,,,,,,,False
Santa Clara Fire Department Station 5,1912 Bowers Avenue,Santa Clara,CA,95051,,37.3582072347,-121.977946511,4,U,U,U,060855053043003,CAFS_11940,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.97794651099997 37.358207235000066 0),,,,,,,,,,,,,False
Santa Clara Fire Department Station 8,2400 Agnew Road,Santa Clara,CA,95054,,37.3895891908,-121.969132764,4,U,U,U,060855050102047,CAFS_11943,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.969132764 37.38958919100003 0),,,,,,,,,,,,,False
Seal Beach Naval Weapons Station Fire Department,800 Seal Beach Boulevard,Seal Beach,CA,90740,,33.7496350138,-118.087462116,4,U,U,U,060590995021020,CAFS_11983,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.08746211599998 33.749635014000035 0),,,,,,,,,,,,,False
Sierra Army Depot Fire and Emergency Services,1st Street,Herlong,CA,96113,,40.1454772949,-120.128807068,4,U,U,U,060350406002039,CAFS_12000,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.12880706799996 40.145477295000035 0),,,,,,,,,,,,,False
Sierra City Fire District Station 3,State Highway 49,Sierra City,CA,96125,,39.6103012998,-120.6056579,4,U,U,U,060910100004143,CAFS_12003,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.60565789999998 39.61030130000006 0),,,,,,,,,,,,,False
Sierra Conservation Center Fire Department,5100 Obyrnes Ferry Road,Jamestown,CA,95327,,37.8882235908,-120.536915339,4,U,U,U,061099852021000,CAFS_12004,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.53691533899996 37.88822359100004 0),,,,,,,,,,,,,False
Standish Litchfield Fire Protection District,472 - 250 Chappuis Lane,Susanville,CA,96130,,40.3716011053,-120.45477295,4,U,U,U,060350404001046,CAFS_12036,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.45477294999995 40.371601105000025 0),,,,,,,,,,,,,False
Stones Bengard Community Services District,509 - 695 Stone Road,Susanville,CA,96130,,40.7181615125,-120.724181791,4,U,U,U,060350402003025,CAFS_12057,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.72418179099998 40.71816151300004 0),,,,,,,,,,,,,False
Taylorsville Fire Department,4290 Nelson,Taylorsville,CA,95983,,40.0748176184,-120.839936937,4,U,U,U,060630004002186,CAFS_12075,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.83993693699995 40.074817618000054 0),,,,,,,,,,,,,False
Timber Cove Fire Protection District,30800 Seaview Road,Cazadero,CA,95421,,38.5568746996,-123.2674376,4,U,U,U,060971543071031,CAFS_12082,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-123.2674376 38.55687470000004 0),,,,,,,,,,,,,False
Torrance Fire Department Fire Station 2,25135 Robinson Way,Torrance,CA,90505,,33.7965894165,-118.33795412,4,U,U,U,060376511012032,CAFS_12084,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.33795411999995 33.796589416000074 0),,,,,,,,,,,,,False
Torrance Fire Department Fire Station 3,3535 West 182nd Street,Torrance,CA,90504,,33.8658661182,-118.333878522,4,U,U,U,060376502003005,CAFS_12085,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.33387852199996 33.86586611800004 0),,,,,,,,,,,,,False
Travis Air Force Base Fire Department,411 Hangar Avenue,Travis Air Force Base,CA,94535,,38.2662697009,-121.9555091,4,U,U,U,060959800001025,CAFS_12096,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.95550909999997 38.266269701000056 0),,,,,,,,,,,,,False
Tulare County Fire Department Battalion 1 Cutler - Orosi Fire Station 4,40779 Road 128,Cutler,CA,93615,,36.5298504988,-119.2871969,4,U,U,U,061070006002000,CAFS_12106,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.28719689999997 36.52985049900008 0),,,,,,,,,,,,,False
Tulare County Fire Department Battalion 1 Lemon Cove Fire Station 13,32490 State Highway 198,Lemon Cove,CA,93244,,36.3771749989,-119.0258627,4,U,U,U,061070001011033,CAFS_12111,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.02586269999995 36.37717499900003 0),,,,,,,,,,,,,False
Tulare County Fire Department Battalion 2 Posey Fire Station 5,45656 Old Stage Road,Posey,CA,93260,9725,35.8066124196,-118.633409708,4,U,U,U,061070027012188,CAFS_12122,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.63340970799999 35.80661242000008 0),,,,,,,,,,,,,False
Tule River Community Fire Department,299 South Reservation Road,Porterville,CA,93257,,36.0256141003,-118.795337601,4,U,U,U,061070027024017,CAFS_12129,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.79533760099997 36.02561410000004 0),,,,,,,,,,,,,False
Tuolumne County Fire Department Station 54 Long Barn Station,25910 Long Barn Road,Long Barn,CA,95335,,38.0914600994,-120.1381432,4,U,U,U,061090031032295,CAFS_12133,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.13814319999994 38.091460099000074 0),,,,,,,,,,,,,False
Twentynine Palms Fire Department Station 422 Desert Heights,3834 Lear Avenue,Twentynine Palms,CA,92277,,34.1837886194,-116.150976109,4,U,U,U,060710104313168,CAFS_12149,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.15097610899994 34.18378861900004 0),,,,,,,,,,,,,False
Two Rock Volunteer Fire Department,7618 Valley Ford Road,Petaluma,CA,94952,,38.2670661,-122.7933822,4,U,U,U,060971511001014,CAFS_12150,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.79338219999994 38.26706610000008 0),,,,,,,,,,,,,False
United States Air Force Plant 42 Fire Department Station 2,2503 East Avenue P,Palmdale,CA,93550,2112,34.6355794295,-118.092098011,4,U,U,U,060379800041004,CAFS_12154,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.09209801099996 34.635579430000064 0),,,,,,,,,,,,,False
United States Coast Guard Training Center Petaluma Fire Department,599 Tomales Road,Petaluma,CA,94952,,38.2495394995,-122.7956646,4,U,U,U,060971511001037,CAFS_12155,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.79566459999995 38.249539500000026 0),,,,,,,,,,,,,False
United States Forest Service Angeles National Forest - Texas Canyon Fire Station,30800 Bouquet Canyon Road,Saugus,CA,91390,,34.5018768316,-118.452087403,4,U,U,U,060379200501142,CAFS_12156,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.45208740299995 34.50187683200005 0),,,,,,,,,,,,,False
United States Forest Service Angeles National Forest Los Angeles River Ranger District Fire Station,12371 Little Tujunga Canyon Road,Sylmar,CA,91342,,34.2946839895,-118.361098766,4,U,U,U,060379304002160,CAFS_12157,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.36109876599994 34.29468398900008 0),,,,,,,,,,,,,False
United States Forest Service Angeles National Forest Station - Quail Lake,Old Ridge Route Road and Pine Canyon Road,Antelope Valley,CA,93532,,34.7442882041,-118.712503324,4,U,U,U,060379012091209,CAFS_12158,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.71250332399995 34.74428820400004 0),,,,,,,,,,,,,False
United States Forest Service Angeles National Forest Station Valyermo,29835 Valyermo Road,Valyermo,CA,93544,,34.4446884219,-117.851884054,4,U,U,U,060379110013135,CAFS_12160,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.85188405399998 34.44468842200007 0),,,,,,,,,,,,,False
United States Forest Service Cleveland National Forest Fire Station San Juan,35505 Ortega Highway,San Juan Capistrano,CA,92675,,33.5920906069,-117.513778686,4,U,U,U,060590320411047,CAFS_12161,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.51377868599997 33.592090607000046 0),,,,,,,,,,,,,False
United States Forest Service Los Padres National Forest Station 72 Ozena,State Highway 33,Ojai,CA,93023,,34.6835347956,-119.354027926,4,U,U,U,061110097003081,CAFS_12163,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.35402792599996 34.68353479600006 0),,,,,,,,,,,,,False
United States Forest Service Los Padres National Forest Station 73 - Apache Saddle,Forest Highway 95,Apache Saddle,CA,93252,,34.8600965615,-119.210558464,4,U,U,U,060290033072012,CAFS_12164,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.21055846399997 34.860096562000024 0),,,,,,,,,,,,,False
